sample_ID	Accession	Name	subspecies	City	Date	delivery_date	read_count	reads_per_million
ww037877	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-02-27	2026-03-13	3	0.47046277855317015
ww037877	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-02-27	2026-03-13	2	0.31364185236878006
ww037877	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-02-27	2026-03-13	13	2.0386720403970706
ww037878	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-27	2026-03-13	10	0.8728814077133038
ww037878	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-27	2026-03-13	6	0.5237288446279823
ww037878	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-27	2026-03-13	3	0.26186442231399115
ww037878	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-27	2026-03-13	14	1.2220339707986254
ww037879	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-27	2026-03-13	7	0.5016658171792163
ww037879	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-27	2026-03-13	8	0.5733323624905329
ww037879	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-27	2026-03-13	14	1.0033316343584326
ww037879	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-27	2026-03-13	4	0.28666618124526644
ww037879	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-27	2026-03-13	7	0.5016658171792163
ww037879	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-27	2026-03-13	3	0.2149996359339498
ww037879	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-27	2026-03-13	16	1.1466647249810658
ww037880	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-02-27	2026-03-13	16	1.1332688786658591
ww037880	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-02-27	2026-03-13	21	1.4874154032489402
ww037880	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-02-27	2026-03-13	19	1.3457567934157078
ww037880	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-02-27	2026-03-13	18	1.2749274884990915
ww037880	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-02-27	2026-03-13	15	1.0624395737492431
ww037880	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-02-27	2026-03-13	21	1.4874154032489402
ww037880	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-02-27	2026-03-13	2	0.1416586098332324
ww037880	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-02-27	2026-03-13	4	0.2833172196664648
ww037881	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-26	2026-03-13	6	0.5197853702249267
ww037881	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-26	2026-03-13	4	0.34652358014995116
ww037881	NC_026434.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-02-26	2026-03-13	4	0.34652358014995116
ww037882	KX421149.1	Influenza A virus H9N2	t__Influenza A H9N2	Rochester	2026-02-27	2026-03-13	3	0.41385189895943836
ww037882	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-02-27	2026-03-13	28	3.862617723621425
ww037882	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-02-27	2026-03-13	29	4.0005683566079036
ww037882	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-02-27	2026-03-13	9	1.241555696878315
ww037882	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-02-27	2026-03-13	6	0.8277037979188767
ww037882	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-02-27	2026-03-13	4	0.5518025319459178
ww037882	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-02-27	2026-03-13	7	0.9656544309053563
ww037884	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-02-28	2026-03-13	6	0.6947783240279356
ww037885	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-02	2026-03-13	48	1.7411687377506058
ww037885	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-02	2026-03-13	44	1.5960713429380553
ww037885	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-02	2026-03-13	13	0.4715665331407891
ww037885	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-02	2026-03-13	2	0.07254869740627524
ww037885	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-02	2026-03-13	6	0.21764609221882572
ww037885	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-02	2026-03-13	13	0.4715665331407891
ww037885	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-02	2026-03-13	7	0.25392044092196336
ww037885	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-02	2026-03-13	2	0.07254869740627524
ww037885	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-02	2026-03-13	6	0.21764609221882572
ww037885	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-02	2026-03-13	4	0.1450973948125505
ww037885	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-02	2026-03-13	26	0.9431330662815782
ww037885	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-02	2026-03-13	10	0.36274348703137627
ww037885	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-02	2026-03-13	2	0.07254869740627524
ww037885	NC_026432.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-02	2026-03-13	3	0.10882304610941286
ww037887	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-02	2026-03-13	45	3.053837526885646
ww037887	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-02	2026-03-13	56	3.8003311445688044
ww037887	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-02	2026-03-13	70	4.750413930711005
ww037887	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-02	2026-03-13	8	0.542904449224115
ww037887	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-02	2026-03-13	24	1.6287133476723448
ww037887	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-02	2026-03-13	7	0.47504139307110055
ww037887	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-02	2026-03-13	36	2.443070021508517
ww037887	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-02	2026-03-13	2	0.13572611230602874
ww037887	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Traverse City	2026-03-02	2026-03-13	8	0.542904449224115
ww037887	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Traverse City	2026-03-02	2026-03-13	13	0.8822197299891866
ww037887	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Traverse City	2026-03-02	2026-03-13	15	1.0179458422952155
ww037887	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Traverse City	2026-03-02	2026-03-13	7	0.47504139307110055
ww037887	NC_026434.1	Influenza A virus H1N1	t__Influenza A H1N1	Traverse City	2026-03-02	2026-03-13	21	1.4251241792133016
ww037887	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Traverse City	2026-03-02	2026-03-13	6	0.4071783369180862
ww037888	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-02	2026-03-13	9	0.4122817826881047
ww037888	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-02	2026-03-13	4	0.18323634786137985
ww037888	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-02	2026-03-13	15	0.6871363044801746
ww037889	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-03-01	2026-03-13	7	0.6124012656059526
ww037889	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-03-01	2026-03-13	2	0.17497179017312933
ww037889	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Portland	2026-03-01	2026-03-13	2	0.17497179017312933
ww037889	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Portland	2026-03-01	2026-03-13	1	0.08748589508656467
ww037890	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-03-01	2026-03-13	6	0.29925834803606227
ww037890	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-03-01	2026-03-13	8	0.39901113071474964
ww037890	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-03-01	2026-03-13	2	0.09975278267868741
ww037890	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-03-01	2026-03-13	6	0.29925834803606227
ww037890	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-03-01	2026-03-13	4	0.19950556535737482
ww037890	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-03-01	2026-03-13	18	0.8977750441081866
ww037890	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-03-01	2026-03-13	39	1.9451792622344044
ww037890	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-03-01	2026-03-13	3	0.14962917401803114
ww037890	NC_026434.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-03-01	2026-03-13	6	0.29925834803606227
ww037890	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-03-01	2026-03-13	6	0.29925834803606227
ww037891	PV091376.1	Influenza A virus H5N1	t__H5N1	Anchorage	2026-03-02	2026-03-13	6	0.2163548704510307
ww037891	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-02	2026-03-13	2	0.07211829015034356
ww037891	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-02	2026-03-13	10	0.3605914507517178
ww037891	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-02	2026-03-13	8	0.28847316060137423
ww037891	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-02	2026-03-13	5	0.1802957253758589
ww037891	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-02	2026-03-13	8	0.28847316060137423
ww037891	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-02	2026-03-13	4	0.14423658030068712
ww037891	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-02	2026-03-13	4	0.14423658030068712
ww037892	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-02	2026-03-13	19	1.658472647945362
ww037892	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-02	2026-03-13	32	2.7932170912763987
ww037892	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-02	2026-03-13	22	1.9203367502525244
ww037892	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-02	2026-03-13	16	1.3966085456381994
ww037892	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-02	2026-03-13	44	3.8406735005050487
ww037892	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-02	2026-03-13	2	0.17457606820477492
ww037892	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-02	2026-03-13	33	2.8805051253787863
ww037892	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-02	2026-03-13	4	0.34915213640954984
ww037893	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-03-02	2026-03-13	9	0.5627723818328071
ww037893	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-03-02	2026-03-13	3	0.187590793944269
ww037893	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-03-02	2026-03-13	2	0.12506052929617936
ww037893	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-03-02	2026-03-13	5	0.31265132324044836
ww037893	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-03-02	2026-03-13	2	0.12506052929617936
ww037894	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-03-02	2026-03-13	8	0.6748327047547868
ww037894	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-03-02	2026-03-13	3	0.25306226428304507
ww037894	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-03-02	2026-03-13	2	0.1687081761886967
ww037896	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-02-27	2026-03-13	11	1.9802878546425509
ww037896	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-02-27	2026-03-13	1	0.18002616860386828
ww037897	KM507508.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-03-02	2026-03-13	8	1.130785842448174
ww037897	KM507512.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-03-02	2026-03-13	16	2.261571684896348
ww037897	KM507513.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-03-02	2026-03-13	4	0.565392921224087
ww037898	MG572186.1	Influenza A virus H1N1	t__Influenza A H1N1	Garland	2026-03-02	2026-03-13	1	0.21652220305278985
ww037899	KX269881.1	Influenza A virus H1N2	t__Influenza A H1N2	San Francisco	2026-03-02	2026-03-13	1	0.23411473026471352
ww037903	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-04	2026-03-13	9	0.7610189197759222
ww037903	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-04	2026-03-13	4	0.33823063101152095
ww037903	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-04	2026-03-13	7	0.5919036042701618
ww037903	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-04	2026-03-13	14	1.1838072085403235
ww037903	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-04	2026-03-13	5	0.4227882887644012
ww037903	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-03-04	2026-03-13	8	0.6764612620230419
ww037903	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-03-04	2026-03-13	31	2.6212873903392877
ww037903	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-03-04	2026-03-13	5	0.4227882887644012
ww037903	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-03-04	2026-03-13	3	0.25367297325864074
ww037904	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Garland	2026-03-04	2026-03-13	15	2.101571471083217
ww037905	JQ973694.1	Influenza A virus H5N8	t__Influenza A H5N8	Anchorage	2026-03-04	2026-03-13	1	0.058434752690102273
ww037905	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-04	2026-03-13	4	0.2337390107604091
ww037905	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-04	2026-03-13	28	1.6361730753228636
ww037905	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-04	2026-03-13	5	0.2921737634505114
ww037905	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-04	2026-03-13	10	0.5843475269010228
ww037905	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-04	2026-03-13	4	0.2337390107604091
ww037905	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-04	2026-03-13	32	1.8699120860832728
ww037905	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-04	2026-03-13	6	0.35060851614061367
ww037906	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-04	2026-03-13	14	0.9283037834346842
ww037906	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-04	2026-03-13	7	0.4641518917173421
ww037906	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-04	2026-03-13	35	2.3207594585867106
ww037906	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-04	2026-03-13	9	0.5967667179222971
ww037906	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-04	2026-03-13	6	0.39784447861486466
ww037906	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-03-04	2026-03-13	23	1.5250705013569812
ww037906	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-04	2026-03-13	6	0.39784447861486466
ww037906	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-04	2026-03-13	10	0.6630741310247744
ww037906	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-04	2026-03-13	1	0.06630741310247745
ww037906	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-04	2026-03-13	10	0.6630741310247744
ww037906	NC_026432.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-03-04	2026-03-13	6	0.39784447861486466
ww037907	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-04	2026-03-13	14	0.7701947822604337
ww037907	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-04	2026-03-13	26	1.4303617384836627
ww037907	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-04	2026-03-13	6	0.3300834781116144
ww037907	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-04	2026-03-13	19	1.0452643473534455
ww037907	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-04	2026-03-13	11	0.6051530432046265
ww037907	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-04	2026-03-13	23	1.2653199994278554
ww037907	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-03-04	2026-03-13	23	1.2653199994278554
ww037908	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-03-04	2026-03-13	10	0.4216818697036757
ww037908	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-03-04	2026-03-13	6	0.2530091218222054
ww037909	KM507509.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-03-04	2026-03-13	12	0.5101435671533862
ww037909	KM507510.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-03-04	2026-03-13	5	0.21255981964724424
ww037909	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-03-04	2026-03-13	4	0.17004785571779538
ww037909	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-03-04	2026-03-13	6	0.2550717835766931
ww037910	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-04	2026-03-13	123	4.548767110298431
ww037910	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-04	2026-03-13	111	4.104984953196145
ww037910	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-04	2026-03-13	186	6.878623435085432
ww037910	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-04	2026-03-13	87	3.217420638991573
ww037910	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-04	2026-03-13	127	4.696694495999193
ww037910	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-04	2026-03-13	111	4.104984953196145
ww037910	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-04	2026-03-13	61	2.25589263193662
ww037910	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-04	2026-03-13	39	1.4422920105824293
ww037911	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Laredo	2026-03-04	2026-03-13	4	0.09746270942726087
ww037911	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Laredo	2026-03-04	2026-03-13	2	0.04873135471363044
ww037911	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-03-04	2026-03-13	4	0.09746270942726087
ww037911	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-03-04	2026-03-13	5	0.1218283867840761
ww037912	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Portland	2026-03-05	2026-03-13	5	0.20153935761345154
ww037912	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Portland	2026-03-05	2026-03-13	4	0.16123148609076124
ww037913	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-05	2026-03-13	300	10.1945701680371
ww037913	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-05	2026-03-13	306	10.398461571397842
ww037913	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-05	2026-03-13	329	11.180045284280686
ww037913	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-05	2026-03-13	164	5.573031691860281
ww037913	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-05	2026-03-13	236	8.019728532189186
ww037913	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-05	2026-03-13	207	7.034253415945599
ww037913	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-05	2026-03-13	121	4.111809967774963
ww037913	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-03-05	2026-03-13	64	2.1748416358479146
ww037914	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-05	2026-03-13	29	0.8760771368397444
ww037914	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-05	2026-03-13	32	0.9667058061679938
ww037914	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-05	2026-03-13	5	0.15104778221374904
ww037914	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-05	2026-03-13	12	0.3625146773129977
ww037914	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-05	2026-03-13	18	0.5437720159694965
ww037914	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-05	2026-03-13	6	0.18125733865649885
ww037914	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-05	2026-03-13	9	0.27188600798474827
ww037914	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Anchorage	2026-03-05	2026-03-13	2	0.060419112885499615
ww037915	KR700660.1	Influenza A virus (A/swine/England/101878/2010(H1N2))	t__H1N2	Boston Metropolitan Area	2026-03-04	2026-03-13	10	0.547626231953662
ww037915	KR700664.1	Influenza A virus (A/swine/England/101878/2010(H1N2))	t__H1N2	Boston Metropolitan Area	2026-03-04	2026-03-13	15	0.8214393479304931
ww037915	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-03-04	2026-03-13	4	0.21905049278146482
ww037915	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-03-04	2026-03-13	3	0.16428786958609862
ww037916	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-03-04	2026-03-13	8	1.4274473138118018
ww037916	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-03-04	2026-03-13	4	0.7137236569059009
ww037555	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-02-20	2026-03-05	10	1.1504723494325064
ww037555	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-02-20	2026-03-05	37	4.256747692900274
ww037555	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-02-20	2026-03-05	2	0.23009446988650128
ww037555	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-02-20	2026-03-05	11	1.2655195843757572
ww037556	MF973225.1	Influenza A virus H5N8	t__Influenza A H5N8	Jupiter	2026-02-23	2026-03-05	3	0.14606202182945605
ww037556	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-23	2026-03-05	40	1.9474936243927472
ww037556	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-23	2026-03-05	4	0.1947493624392747
ww037556	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-23	2026-03-05	7	0.34081138426873075
ww037556	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-23	2026-03-05	14	0.6816227685374615
ww037556	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-23	2026-03-05	4	0.1947493624392747
ww037556	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-02-23	2026-03-05	2	0.09737468121963735
ww037556	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-23	2026-03-05	22	1.071121493416011
ww037556	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-23	2026-03-05	2	0.09737468121963735
ww037556	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-23	2026-03-05	46	2.2396176680516593
ww037556	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-23	2026-03-05	9	0.43818606548836814
ww037556	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-23	2026-03-05	12	0.5842480873178242
ww037556	NC_026434.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-23	2026-03-05	16	0.7789974497570988
ww037556	NC_026432.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-02-23	2026-03-05	4	0.1947493624392747
